,Date,Open,High,Low,Close,Adj Close,Volume,Returns,MovingAverage_50,MovingAverage_200,VolumeChange,VolumeMovingAverage_50,VolumeMovingAverage_200,HighLowRange,HighCloseRange,LowCloseRange,Volatility,RSI,Momentum,VolumeMovingAverage_10,PriceLag_1,ReturnLag_1,PriceLag_3,ReturnLag_3,PriceLag_5,ReturnLag_5,Output
0,2012-05-18,42.04999923706055,45.0,38.0,38.22999954223633,38.22999954223633,573576400,,,,,,,7.0,,,7.0,,,,,,,,,,38.22999954223633
1,2012-05-21,36.529998779296875,36.65999984741211,33.0,34.029998779296875,34.029998779296875,168192700,-0.10986138669186518,,,-0.7067649575540416,,,3.6599998474121094,-1.5699996948242188,5.229999542236328,2.4399998982747397,,,,38.22999954223633,,,,,,34.029998779296875
2,2012-05-22,32.61000061035156,33.59000015258789,30.940000534057617,31.0,31.0,101786600,-0.0890390504844879,,,-0.3948215350606774,,,2.6499996185302734,-0.4399986267089844,3.089998245239258,1.7666664123535156,,,,34.029998779296875,-0.10986138669186518,,,,,31.0
3,2012-05-23,31.3700008392334,32.5,31.360000610351562,32.0,32.0,73600000,0.032258064516129004,,,-0.2769185727787351,,,1.1399993896484375,1.5,-0.3600006103515625,0.7599995930989584,,,,31.0,-0.0890390504844879,38.22999954223633,,,,32.0
4,2012-05-24,32.95000076293945,33.209999084472656,31.770000457763672,33.029998779296875,33.029998779296875,50237200,0.032187461853027344,,,-0.317429347826087,,,1.4399986267089844,1.2099990844726562,0.22999954223632812,0.9599990844726562,,,,32.0,0.032258064516129004,34.029998779296875,-0.10986138669186518,,,33.029998779296875
5,2012-05-25,32.900001525878906,32.95000076293945,31.110000610351562,31.90999984741211,31.90999984741211,37149800,-0.033908536883954676,,,-0.2605121304531304,,,1.8400001525878906,-0.07999801635742188,1.9199981689453125,1.226666768391927,,,,33.029998779296875,0.032187461853027344,31.0,-0.0890390504844879,38.22999954223633,,31.90999984741211
6,2012-05-29,31.479999542236328,31.690000534057617,28.649999618530273,28.84000015258789,28.84000015258789,78063400,-0.09620807613614557,,,1.1013141389724845,,,3.0400009155273438,-0.2199993133544922,3.260000228881836,2.026667277018229,,,,31.90999984741211,-0.033908536883954676,32.0,0.032258064516129004,34.029998779296875,-0.10986138669186518,28.84000015258789
7,2012-05-30,28.700000762939453,29.549999237060547,27.860000610351562,28.190000534057617,28.190000534057617,57267900,-0.022538128123828938,,,-0.2663924451151244,,,1.6899986267089844,0.7099990844726562,0.9799995422363281,1.126665751139323,,,,28.84000015258789,-0.09620807613614557,33.029998779296875,0.032187461853027344,31.0,-0.0890390504844879,28.190000534057617
8,2012-05-31,28.549999237060547,29.670000076293945,26.829999923706055,29.600000381469727,29.600000381469727,111639200,0.05001773042567437,,,0.9494201812882959,,,2.8400001525878906,1.4799995422363281,1.3600006103515625,1.8933334350585938,,,,28.190000534057617,-0.022538128123828938,31.90999984741211,-0.033908536883954676,32.0,0.032258064516129004,29.600000381469727
9,2012-06-01,28.889999389648438,29.149999618530273,27.389999389648438,27.719999313354492,27.719999313354492,41855500,-0.06351354877995741,,,-0.6250824083296906,,,1.760000228881836,-0.4500007629394531,2.210000991821289,1.1733334859212239,,,129336870.0,29.600000381469727,0.05001773042567437,28.84000015258789,-0.09620807613614557,33.029998779296875,0.032187461853027344,27.719999313354492
